time_interval,day_of_week,address,latitude,longitude,available_bikes,bike_stands,capacity_ratio
06:30 - 07:00,Tuesday,Heuston Bridge (North),53.3478,-6.29243,448,560,0.8
06:30 - 07:00,Tuesday,Heuston Bridge (South),53.3471,-6.29204,154,300,0.5133333333333333
06:30 - 07:00,Tuesday,Heuston Station (Car Park),53.347,-6.2978,90,480,0.1875
06:30 - 07:00,Tuesday,Heuston Station (Central),53.3466,-6.29692,355,520,0.6826923076923077
06:30 - 07:00,Tuesday,High Street,53.3436,-6.27507,53,348,0.15229885057471265
06:30 - 07:00,Tuesday,James Street,53.3435,-6.28741,246,440,0.5590909090909091
06:30 - 07:00,Tuesday,James Street East,53.3366,-6.24811,25,360,0.06944444444444445
06:30 - 07:00,Tuesday,Jervis Street,53.3483,-6.26665,38,252,0.15079365079365079
06:30 - 07:00,Tuesday,John Street West,53.3431,-6.27717,21,403,0.052109181141439205
06:30 - 07:00,Tuesday,Kevin Street,53.3378,-6.2677,151,480,0.3145833333333333
06:30 - 07:00,Tuesday,Killarney Street,53.3548,-6.24758,326,360,0.9055555555555556
06:30 - 07:00,Tuesday,Kilmainham Gaol,53.3421,-6.31002,239,480,0.4979166666666667
06:30 - 07:00,Tuesday,Kilmainham Lane,53.3418,-6.30509,87,390,0.2230769230769231
06:30 - 07:00,Tuesday,King Street North,53.3503,-6.27351,97,360,0.26944444444444443
06:30 - 07:00,Tuesday,Leinster Street South,53.3422,-6.25449,164,360,0.45555555555555555
06:30 - 07:00,Tuesday,Lime Street,53.346,-6.24358,236,480,0.49166666666666664
06:30 - 07:00,Tuesday,Market Street South,53.3423,-6.28766,183,456,0.40131578947368424
06:30 - 07:00,Tuesday,Mater Hospital,53.36,-6.26483,69,440,0.15681818181818183
06:30 - 07:00,Tuesday,Merrion Square East,53.3394,-6.24655,201,360,0.5583333333333333
06:30 - 07:00,Tuesday,Merrion Square South,53.3386,-6.24861,269,520,0.5173076923076924
06:30 - 07:00,Tuesday,Merrion Square West,53.3398,-6.25199,144,240,0.6
06:30 - 07:00,Tuesday,Molesworth Street,53.3413,-6.25812,51,240,0.2125
06:30 - 07:00,Tuesday,Mount Brown,53.3416,-6.29719,48,264,0.18181818181818182
06:30 - 07:00,Tuesday,Mount Street Lower,53.338,-6.24153,123,520,0.23653846153846153
06:30 - 07:00,Tuesday,Mountjoy Square East,53.3567,-6.25636,191,520,0.36730769230769234
06:30 - 07:00,Tuesday,Mountjoy Square West,53.3563,-6.25859,154,420,0.36666666666666664
06:30 - 07:00,Tuesday,New Central Bank,53.3471,-6.23475,181,480,0.3770833333333333
06:30 - 07:00,Tuesday,Newman House,53.3371,-6.26059,63,600,0.105
06:30 - 07:00,Tuesday,North Circular Road,53.3596,-6.26035,176,360,0.4888888888888889
06:30 - 07:00,Tuesday,North Circular Road (O'Connell's),53.3578,-6.25156,197,390,0.5051282051282051
06:30 - 07:00,Tuesday,Oliver Bond Street,53.3439,-6.28053,137,360,0.38055555555555554
06:30 - 07:00,Tuesday,Ormond Quay Upper,53.3461,-6.268,87,348,0.25
06:30 - 07:00,Tuesday,Parkgate Street,53.348,-6.2918,214,456,0.4692982456140351
06:30 - 07:00,Tuesday,Parnell Square North,53.3535,-6.26531,17,240,0.07083333333333333
06:30 - 07:00,Tuesday,Parnell Street,53.3509,-6.26512,138,240,0.575
06:30 - 07:00,Tuesday,Pearse Street,53.3443,-6.25043,129,360,0.35833333333333334
06:30 - 07:00,Tuesday,Phibsborough Road,53.3563,-6.27372,159,480,0.33125
06:30 - 07:00,Tuesday,Portobello Harbour,53.3304,-6.26516,296,360,0.8222222222222222
06:30 - 07:00,Tuesday,Portobello Road,53.3301,-6.26804,285,330,0.8636363636363636
06:30 - 07:00,Tuesday,Princes Street / O'Connell Street,53.349,-6.26031,134,253,0.5296442687747036
06:30 - 07:00,Tuesday,Rathdown Road,53.3589,-6.28034,239,480,0.4979166666666667
06:30 - 07:00,Tuesday,Rothe Abbey,53.3388,-6.30395,224,420,0.5333333333333333
06:30 - 07:00,Tuesday,Royal Hospital,53.3439,-6.29706,109,480,0.22708333333333333
06:30 - 07:00,Tuesday,Sandwith Street,53.3452,-6.24716,144,480,0.3
06:30 - 07:00,Tuesday,Sir Patrick's Dun,53.3392,-6.24064,240,440,0.5454545454545454
06:30 - 07:00,Tuesday,Smithfield,53.3477,-6.27821,106,360,0.29444444444444445
06:30 - 07:00,Tuesday,Smithfield North,53.3496,-6.2782,166,360,0.46111111111111114
06:30 - 07:00,Tuesday,South Dock Road,53.3418,-6.23129,104,390,0.26666666666666666
06:30 - 07:00,Tuesday,St James Hospital (Luas),53.3414,-6.29295,116,480,0.24166666666666667
06:30 - 07:00,Tuesday,St. Stephen's Green East,53.3378,-6.25603,174,480,0.3625
06:30 - 07:00,Tuesday,St. Stephen's Green South,53.3375,-6.26199,26,330,0.07878787878787878
06:30 - 07:00,Tuesday,Talbot Street,53.351,-6.25294,338,520,0.65
06:30 - 07:00,Tuesday,The Point,53.3469,-6.23085,149,480,0.3104166666666667
06:30 - 07:00,Tuesday,Townsend Street,53.3459,-6.25461,113,200,0.565
06:30 - 07:00,Tuesday,Upper Sherrard Street,53.3584,-6.26064,60,360,0.16666666666666666
06:30 - 07:00,Tuesday,Western Way,53.3549,-6.26942,209,480,0.4354166666666667
06:30 - 07:00,Tuesday,Wilton Terrace,53.3324,-6.25272,60,240,0.25
06:30 - 07:00,Tuesday,Wilton Terrace (Park),53.3337,-6.24834,82,480,0.17083333333333334
06:30 - 07:00,Tuesday,Wolfe Tone Street,53.3489,-6.26746,41,348,0.11781609195402298
06:30 - 07:00,Tuesday,York Street East,53.3388,-6.262,151,448,0.33705357142857145
06:30 - 07:00,Tuesday,York Street West,53.3393,-6.2647,160,480,0.3333333333333333
06:30 - 07:00,Wednesday,Avondale Road,53.3594,-6.27614,235,385,0.6103896103896104
06:30 - 07:00,Wednesday,Benson Street,53.3442,-6.23345,58,480,0.12083333333333333
06:30 - 07:00,Wednesday,Blackhall Place,53.3488,-6.28164,95,360,0.2638888888888889
06:30 - 07:00,Wednesday,Blessington Street,53.3568,-6.26814,178,280,0.6357142857142857
06:30 - 07:00,Wednesday,Bolton Street,53.3512,-6.26986,19,260,0.07307692307692308
06:30 - 07:00,Wednesday,Broadstone,53.3547,-6.27231,22,360,0.06111111111111111
06:30 - 07:00,Wednesday,Brookfield Road,53.339,-6.30022,200,360,0.5555555555555556
06:30 - 07:00,Wednesday,Buckingham Street Lower,53.3533,-6.24932,330,348,0.9482758620689655
06:30 - 07:00,Wednesday,Cathal Brugha Street,53.3521,-6.26053,107,240,0.44583333333333336
06:30 - 07:00,Wednesday,Charlemont Street,53.3307,-6.26018,427,480,0.8895833333333333
06:30 - 07:00,Wednesday,Charleville Road,53.3592,-6.28187,295,480,0.6145833333333334
06:30 - 07:00,Wednesday,Christchurch Place,53.3434,-6.27012,57,240,0.2375
06:30 - 07:00,Wednesday,City Quay,53.3466,-6.24615,119,360,0.33055555555555555
06:30 - 07:00,Wednesday,Clarendon Row,53.3409,-6.2625,93,310,0.3
06:30 - 07:00,Wednesday,Clonmel Street,53.336,-6.26298,61,396,0.15404040404040403
06:30 - 07:00,Wednesday,Collins Barracks Museum,53.3475,-6.28525,110,418,0.2631578947368421
06:30 - 07:00,Wednesday,Convention Centre,53.3474,-6.23852,66,480,0.1375
06:30 - 07:00,Wednesday,Custom House,53.3483,-6.25466,102,270,0.37777777777777777
06:30 - 07:00,Wednesday,Custom House Quay,53.3479,-6.24805,157,300,0.5233333333333333
06:30 - 07:00,Wednesday,Dame Street,53.344,-6.2668,39,192,0.203125
06:30 - 07:00,Wednesday,Denmark Street Great,53.3556,-6.2614,26,240,0.10833333333333334
06:30 - 07:00,Wednesday,Deverell Place,53.3515,-6.25527,303,360,0.8416666666666667
06:30 - 07:00,Wednesday,Earlsfort Terrace,53.3343,-6.2585,13,330,0.03939393939393939
06:30 - 07:00,Wednesday,Eccles Street,53.3592,-6.26978,44,220,0.2
06:30 - 07:00,Wednesday,Eccles Street East,53.3581,-6.2656,61,324,0.1882716049382716
06:30 - 07:00,Wednesday,Emmet Road,53.3407,-6.30819,222,480,0.4625
06:30 - 07:00,Wednesday,Exchequer Street,53.343,-6.26358,30,288,0.10416666666666667
06:30 - 07:00,Wednesday,Excise Walk,53.3478,-6.24424,159,480,0.33125
06:30 - 07:00,Wednesday,Fenian Street,53.3414,-6.24672,189,385,0.4909090909090909
06:30 - 07:00,Wednesday,Fitzwilliam Square East,53.3352,-6.2509,2,480,0.004166666666666667
06:30 - 07:00,Wednesday,Fitzwilliam Square West,53.3361,-6.25282,8,390,0.020512820512820513
06:30 - 07:00,Wednesday,Fownes Street Upper,53.3446,-6.26337,53,360,0.14722222222222223
06:30 - 07:00,Wednesday,Francis Street,53.3421,-6.27523,91,360,0.25277777777777777
06:30 - 07:00,Wednesday,Frederick Street South,53.3415,-6.25685,65,520,0.125
06:30 - 07:00,Wednesday,George's Lane,53.3502,-6.2797,285,480,0.59375
06:30 - 07:00,Wednesday,Georges Quay,53.3475,-6.25219,177,240,0.7375
06:30 - 07:00,Wednesday,Golden Lane,53.3408,-6.26773,19,240,0.07916666666666666
06:30 - 07:00,Wednesday,Grand Canal Dock,53.3426,-6.2387,173,480,0.36041666666666666
06:30 - 07:00,Wednesday,Grangegorman Lower (Central),53.3552,-6.27842,6,480,0.0125
06:30 - 07:00,Wednesday,Grangegorman Lower (North),53.356,-6.27838,54,432,0.125
06:30 - 07:00,Wednesday,Grangegorman Lower (South),53.3547,-6.27868,6,480,0.0125
06:30 - 07:00,Wednesday,Grantham Street,53.3341,-6.26544,187,330,0.5666666666666667
06:30 - 07:00,Wednesday,Grattan Street,53.3396,-6.24378,175,276,0.6340579710144928
06:30 - 07:00,Wednesday,Greek Street,53.3469,-6.27298,76,240,0.31666666666666665
06:30 - 07:00,Wednesday,Guild Street,53.3479,-6.24093,273,480,0.56875
06:30 - 07:00,Wednesday,Hanover Quay,53.3441,-6.23715,75,400,0.1875
06:30 - 07:00,Wednesday,Hanover Quay East,53.3437,-6.23175,193,480,0.40208333333333335
06:30 - 07:00,Wednesday,Harcourt Terrace,53.3328,-6.25794,155,240,0.6458333333333334
06:30 - 07:00,Wednesday,Hardwicke Place,53.357,-6.26323,97,300,0.3233333333333333
06:30 - 07:00,Wednesday,Hardwicke Street,53.3555,-6.26442,34,192,0.17708333333333334
06:30 - 07:00,Wednesday,Hatch Street,53.334,-6.26071,11,432,0.02546296296296296
06:30 - 07:00,Wednesday,Herbert Place,53.3344,-6.24557,57,360,0.15833333333333333
06:30 - 07:00,Wednesday,Herbert Street,53.3357,-6.24551,12,480,0.025
06:30 - 07:00,Wednesday,Heuston Bridge (North),53.3478,-6.29243,468,480,0.975
06:30 - 07:00,Wednesday,Heuston Bridge (South),53.3471,-6.29204,190,275,0.6909090909090909
06:30 - 07:00,Wednesday,Heuston Station (Car Park),53.347,-6.2978,60,480,0.125
06:30 - 07:00,Wednesday,Heuston Station (Central),53.3466,-6.29692,387,480,0.80625
06:30 - 07:00,Wednesday,High Street,53.3436,-6.27507,43,377,0.11405835543766578
06:30 - 07:00,Wednesday,James Street,53.3435,-6.28741,270,480,0.5625
06:30 - 07:00,Wednesday,James Street East,53.3366,-6.24811,25,360,0.06944444444444445
06:30 - 07:00,Wednesday,Jervis Street,53.3483,-6.26665,4,252,0.015873015873015872
06:30 - 07:00,Wednesday,John Street West,53.3431,-6.27717,141,403,0.34987593052109184
06:30 - 07:00,Wednesday,Kevin Street,53.3378,-6.2677,117,440,0.26590909090909093
06:30 - 07:00,Wednesday,Killarney Street,53.3548,-6.24758,334,360,0.9277777777777778
06:30 - 07:00,Wednesday,Kilmainham Gaol,53.3421,-6.31002,369,520,0.7096153846153846
06:30 - 07:00,Wednesday,Kilmainham Lane,53.3418,-6.30509,131,390,0.33589743589743587
06:30 - 07:00,Wednesday,King Street North,53.3503,-6.27351,17,420,0.04047619047619048
06:30 - 07:00,Wednesday,Leinster Street South,53.3422,-6.25449,46,360,0.12777777777777777
06:30 - 07:00,Wednesday,Lime Street,53.346,-6.24358,142,400,0.355
06:30 - 07:00,Wednesday,Market Street South,53.3423,-6.28766,181,456,0.3969298245614035
06:30 - 07:00,Wednesday,Mater Hospital,53.36,-6.26483,188,440,0.42727272727272725
06:30 - 07:00,Wednesday,Merrion Square East,53.3394,-6.24655,145,360,0.4027777777777778
06:30 - 07:00,Wednesday,Merrion Square South,53.3386,-6.24861,150,480,0.3125
06:30 - 07:00,Wednesday,Merrion Square West,53.3398,-6.25199,74,240,0.30833333333333335
06:30 - 07:00,Wednesday,Molesworth Street,53.3413,-6.25812,17,240,0.07083333333333333
06:30 - 07:00,Wednesday,Mount Brown,53.3416,-6.29719,100,264,0.3787878787878788
06:30 - 07:00,Wednesday,Mount Street Lower,53.338,-6.24153,54,440,0.12272727272727273
06:30 - 07:00,Wednesday,Mountjoy Square East,53.3567,-6.25636,229,520,0.4403846153846154
06:30 - 07:00,Wednesday,Mountjoy Square West,53.3563,-6.25859,176,420,0.41904761904761906
06:30 - 07:00,Wednesday,New Central Bank,53.3471,-6.23475,146,480,0.30416666666666664
06:30 - 07:00,Wednesday,Newman House,53.3371,-6.26059,40,600,0.06666666666666667
06:30 - 07:00,Wednesday,North Circular Road,53.3596,-6.26035,216,360,0.6
06:30 - 07:00,Wednesday,North Circular Road (O'Connell's),53.3578,-6.25156,152,330,0.46060606060606063
06:30 - 07:00,Wednesday,Oliver Bond Street,53.3439,-6.28053,167,360,0.4638888888888889
06:30 - 07:00,Wednesday,Ormond Quay Upper,53.3461,-6.268,13,348,0.03735632183908046
06:30 - 07:00,Wednesday,Parkgate Street,53.348,-6.2918,360,456,0.7894736842105263
06:30 - 07:00,Wednesday,Parnell Square North,53.3535,-6.26531,76,240,0.31666666666666665
06:30 - 07:00,Wednesday,Parnell Street,53.3509,-6.26512,75,240,0.3125
06:30 - 07:00,Wednesday,Pearse Street,53.3443,-6.25043,129,330,0.39090909090909093
06:30 - 07:00,Wednesday,Phibsborough Road,53.3563,-6.27372,142,480,0.29583333333333334
06:30 - 07:00,Wednesday,Portobello Harbour,53.3304,-6.26516,248,330,0.7515151515151515
06:30 - 07:00,Wednesday,Portobello Road,53.3301,-6.26804,271,360,0.7527777777777778
06:30 - 07:00,Wednesday,Princes Street / O'Connell Street,53.349,-6.26031,105,276,0.3804347826086957
06:30 - 07:00,Wednesday,Rathdown Road,53.3589,-6.28034,277,480,0.5770833333333333
06:30 - 07:00,Wednesday,Rothe Abbey,53.3388,-6.30395,266,420,0.6333333333333333
06:30 - 07:00,Wednesday,Royal Hospital,53.3439,-6.29706,242,480,0.5041666666666667
06:30 - 07:00,Wednesday,Sandwith Street,53.3452,-6.24716,153,480,0.31875
06:30 - 07:00,Wednesday,Sir Patrick's Dun,53.3392,-6.24064,244,480,0.5083333333333333
06:30 - 07:00,Wednesday,Smithfield,53.3477,-6.27821,199,360,0.5527777777777778
06:30 - 07:00,Wednesday,Smithfield North,53.3496,-6.2782,200,360,0.5555555555555556
06:30 - 07:00,Wednesday,South Dock Road,53.3418,-6.23129,211,360,0.5861111111111111
06:30 - 07:00,Wednesday,St James Hospital (Luas),53.3414,-6.29295,143,480,0.29791666666666666
06:30 - 07:00,Wednesday,St. Stephen's Green East,53.3378,-6.25603,65,480,0.13541666666666666
06:30 - 07:00,Wednesday,St. Stephen's Green South,53.3375,-6.26199,36,360,0.1
06:30 - 07:00,Wednesday,Talbot Street,53.351,-6.25294,331,440,0.7522727272727273
06:30 - 07:00,Wednesday,The Point,53.3469,-6.23085,178,480,0.37083333333333335
06:30 - 07:00,Wednesday,Townsend Street,53.3459,-6.25461,109,220,0.4954545454545455
06:30 - 07:00,Wednesday,Upper Sherrard Street,53.3584,-6.26064,133,360,0.36944444444444446
06:30 - 07:00,Wednesday,Western Way,53.3549,-6.26942,219,440,0.49772727272727274
06:30 - 07:00,Wednesday,Wilton Terrace,53.3324,-6.25272,135,240,0.5625
06:30 - 07:00,Wednesday,Wilton Terrace (Park),53.3337,-6.24834,82,480,0.17083333333333334
06:30 - 07:00,Wednesday,Wolfe Tone Street,53.3489,-6.26746,30,406,0.07389162561576355
06:30 - 07:00,Wednesday,York Street East,53.3388,-6.262,96,416,0.23076923076923078
06:30 - 07:00,Wednesday,York Street West,53.3393,-6.2647,67,480,0.13958333333333334
07:00 - 07:30,Friday,Avondale Road,53.3594,-6.27614,70,280,0.25
07:00 - 07:30,Friday,Benson Street,53.3442,-6.23345,124,480,0.25833333333333336
07:00 - 07:30,Friday,Blackhall Place,53.3488,-6.28164,77,300,0.25666666666666665
07:00 - 07:30,Friday,Blessington Street,53.3568,-6.26814,112,220,0.509090909090909
07:00 - 07:30,Friday,Bolton Street,53.3512,-6.26986,33,180,0.18333333333333332
07:00 - 07:30,Friday,Broadstone,53.3547,-6.27231,8,360,0.022222222222222223
07:00 - 07:30,Friday,Brookfield Road,53.339,-6.30022,120,360,0.3333333333333333
07:00 - 07:30,Friday,Buckingham Street Lower,53.3533,-6.24932,162,348,0.46551724137931033
07:00 - 07:30,Friday,Cathal Brugha Street,53.3521,-6.26053,184,240,0.7666666666666667
07:00 - 07:30,Friday,Charlemont Street,53.3307,-6.26018,356,480,0.7416666666666667
07:00 - 07:30,Friday,Charleville Road,53.3592,-6.28187,215,560,0.38392857142857145
07:00 - 07:30,Friday,Christchurch Place,53.3434,-6.27012,28,240,0.11666666666666667
07:00 - 07:30,Friday,City Quay,53.3466,-6.24615,29,360,0.08055555555555556
07:00 - 07:30,Friday,Clarendon Row,53.3409,-6.2625,327,434,0.7534562211981567
07:00 - 07:30,Friday,Clonmel Street,53.336,-6.26298,167,396,0.4217171717171717
07:00 - 07:30,Friday,Collins Barracks Museum,53.3475,-6.28525,95,456,0.20833333333333334
07:00 - 07:30,Friday,Convention Centre,53.3474,-6.23852,55,480,0.11458333333333333
07:00 - 07:30,Friday,Custom House,53.3483,-6.25466,123,360,0.3416666666666667
07:00 - 07:30,Friday,Custom House Quay,53.3479,-6.24805,119,360,0.33055555555555555
07:00 - 07:30,Friday,Dame Street,53.344,-6.2668,39,192,0.203125
07:00 - 07:30,Friday,Denmark Street Great,53.3556,-6.2614,97,240,0.4041666666666667
07:00 - 07:30,Friday,Deverell Place,53.3515,-6.25527,234,360,0.65
07:00 - 07:30,Friday,Earlsfort Terrace,53.3343,-6.2585,36,360,0.1
07:00 - 07:30,Friday,Eccles Street,53.3592,-6.26978,34,240,0.14166666666666666
07:00 - 07:30,Friday,Eccles Street East,53.3581,-6.2656,64,324,0.19753086419753085
07:00 - 07:30,Friday,Emmet Road,53.3407,-6.30819,189,520,0.36346153846153845
07:00 - 07:30,Friday,Exchequer Street,53.343,-6.26358,79,288,0.2743055555555556
07:00 - 07:30,Friday,Excise Walk,53.3478,-6.24424,199,400,0.4975
07:00 - 07:30,Friday,Fenian Street,53.3414,-6.24672,230,490,0.46938775510204084
07:00 - 07:30,Friday,Fitzwilliam Square East,53.3352,-6.2509,24,480,0.05
07:00 - 07:30,Friday,Fitzwilliam Square West,53.3361,-6.25282,35,360,0.09722222222222222
07:00 - 07:30,Friday,Fownes Street Upper,53.3446,-6.26337,23,360,0.06388888888888888
07:00 - 07:30,Friday,Francis Street,53.3421,-6.27523,55,300,0.18333333333333332
07:00 - 07:30,Friday,Frederick Street South,53.3415,-6.25685,154,400,0.385
07:00 - 07:30,Friday,George's Lane,53.3502,-6.2797,229,480,0.47708333333333336
07:00 - 07:30,Friday,Georges Quay,53.3475,-6.25219,150,240,0.625
07:00 - 07:30,Friday,Golden Lane,53.3408,-6.26773,26,220,0.11818181818181818
07:00 - 07:30,Friday,Grand Canal Dock,53.3426,-6.2387,265,480,0.5520833333333334
07:00 - 07:30,Friday,Grangegorman Lower (Central),53.3552,-6.27842,90,480,0.1875
07:00 - 07:30,Friday,Grangegorman Lower (North),53.356,-6.27838,72,432,0.16666666666666666
07:00 - 07:30,Friday,Grangegorman Lower (South),53.3547,-6.27868,8,320,0.025
07:00 - 07:30,Friday,Grantham Street,53.3341,-6.26544,216,390,0.5538461538461539
07:00 - 07:30,Friday,Grattan Street,53.3396,-6.24378,104,253,0.41106719367588934
07:00 - 07:30,Friday,Greek Street,53.3469,-6.27298,52,240,0.21666666666666667
07:00 - 07:30,Friday,Guild Street,53.3479,-6.24093,192,480,0.4
07:00 - 07:30,Friday,Hanover Quay,53.3441,-6.23715,109,400,0.2725
07:00 - 07:30,Friday,Hanover Quay East,53.3437,-6.23175,165,480,0.34375
07:00 - 07:30,Friday,Harcourt Terrace,53.3328,-6.25794,94,220,0.42727272727272725
07:00 - 07:30,Friday,Hardwicke Place,53.357,-6.26323,127,300,0.42333333333333334
07:00 - 07:30,Friday,Hardwicke Street,53.3555,-6.26442,66,192,0.34375
07:00 - 07:30,Friday,Hatch Street,53.334,-6.26071,19,432,0.04398148148148148
07:00 - 07:30,Friday,Herbert Place,53.3344,-6.24557,61,360,0.16944444444444445
07:00 - 07:30,Friday,Herbert Street,53.3357,-6.24551,24,480,0.05
07:00 - 07:30,Friday,Heuston Bridge (North),53.3478,-6.29243,440,480,0.9166666666666666
07:00 - 07:30,Friday,Heuston Bridge (South),53.3471,-6.29204,226,300,0.7533333333333333
07:00 - 07:30,Friday,Heuston Station (Car Park),53.347,-6.2978,79,480,0.16458333333333333
07:00 - 07:30,Friday,Heuston Station (Central),53.3466,-6.29692,299,360,0.8305555555555556
07:00 - 07:30,Friday,High Street,53.3436,-6.27507,6,348,0.017241379310344827
07:00 - 07:30,Friday,James Street,53.3435,-6.28741,186,480,0.3875
07:00 - 07:30,Friday,James Street East,53.3366,-6.24811,41,360,0.11388888888888889
07:00 - 07:30,Friday,Jervis Street,53.3483,-6.26665,47,252,0.1865079365079365
07:00 - 07:30,Friday,John Street West,53.3431,-6.27717,59,434,0.1359447004608295
07:00 - 07:30,Friday,Kevin Street,53.3378,-6.2677,140,480,0.2916666666666667
07:00 - 07:30,Friday,Killarney Street,53.3548,-6.24758,306,360,0.85
07:00 - 07:30,Friday,Kilmainham Gaol,53.3421,-6.31002,166,480,0.3458333333333333
07:00 - 07:30,Friday,Kilmainham Lane,53.3418,-6.30509,186,360,0.5166666666666667
07:00 - 07:30,Friday,King Street North,53.3503,-6.27351,46,330,0.1393939393939394
07:00 - 07:30,Friday,Leinster Street South,53.3422,-6.25449,224,360,0.6222222222222222
07:00 - 07:30,Friday,Lime Street,53.346,-6.24358,113,440,0.25681818181818183
07:00 - 07:30,Friday,Market Street South,53.3423,-6.28766,115,456,0.25219298245614036
07:00 - 07:30,Friday,Mater Hospital,53.36,-6.26483,268,520,0.5153846153846153
07:00 - 07:30,Friday,Merrion Square East,53.3394,-6.24655,265,360,0.7361111111111112
07:00 - 07:30,Friday,Merrion Square South,53.3386,-6.24861,292,520,0.5615384615384615
07:00 - 07:30,Friday,Merrion Square West,53.3398,-6.25199,96,260,0.36923076923076925
07:00 - 07:30,Friday,Molesworth Street,53.3413,-6.25812,67,260,0.25769230769230766
07:00 - 07:30,Friday,Mount Brown,53.3416,-6.29719,26,286,0.09090909090909091
07:00 - 07:30,Friday,Mount Street Lower,53.338,-6.24153,236,440,0.5363636363636364
07:00 - 07:30,Friday,Mountjoy Square East,53.3567,-6.25636,115,440,0.26136363636363635
07:00 - 07:30,Friday,Mountjoy Square West,53.3563,-6.25859,257,360,0.7138888888888889
07:00 - 07:30,Friday,New Central Bank,53.3471,-6.23475,238,480,0.49583333333333335
07:00 - 07:30,Friday,Newman House,53.3371,-6.26059,156,480,0.325
07:00 - 07:30,Friday,North Circular Road,53.3596,-6.26035,231,360,0.6416666666666667
07:00 - 07:30,Friday,North Circular Road (O'Connell's),53.3578,-6.25156,104,390,0.26666666666666666
07:00 - 07:30,Friday,Oliver Bond Street,53.3439,-6.28053,117,360,0.325
07:00 - 07:30,Friday,Ormond Quay Upper,53.3461,-6.268,178,348,0.5114942528735632
07:00 - 07:30,Friday,Parkgate Street,53.348,-6.2918,282,456,0.618421052631579
07:00 - 07:30,Friday,Parnell Square North,53.3535,-6.26531,39,240,0.1625
07:00 - 07:30,Friday,Parnell Street,53.3509,-6.26512,70,240,0.2916666666666667
07:00 - 07:30,Friday,Pearse Street,53.3443,-6.25043,158,390,0.40512820512820513
07:00 - 07:30,Friday,Phibsborough Road,53.3563,-6.27372,157,480,0.32708333333333334
07:00 - 07:30,Friday,Portobello Harbour,53.3304,-6.26516,252,360,0.7
07:00 - 07:30,Friday,Portobello Road,53.3301,-6.26804,171,240,0.7125
07:00 - 07:30,Friday,Princes Street / O'Connell Street,53.349,-6.26031,239,322,0.7422360248447205
07:00 - 07:30,Friday,Rathdown Road,53.3589,-6.28034,203,480,0.42291666666666666
07:00 - 07:30,Friday,Rothe Abbey,53.3388,-6.30395,252,420,0.6
07:00 - 07:30,Friday,Royal Hospital,53.3439,-6.29706,120,480,0.25
07:00 - 07:30,Friday,Sandwith Street,53.3452,-6.24716,202,480,0.42083333333333334
07:00 - 07:30,Friday,Sir Patrick's Dun,53.3392,-6.24064,249,480,0.51875
07:00 - 07:30,Friday,Smithfield,53.3477,-6.27821,93,360,0.25833333333333336
07:00 - 07:30,Friday,Smithfield North,53.3496,-6.2782,157,360,0.4361111111111111
07:00 - 07:30,Friday,South Dock Road,53.3418,-6.23129,327,390,0.8384615384615385
07:00 - 07:30,Friday,St James Hospital (Luas),53.3414,-6.29295,109,480,0.22708333333333333
07:00 - 07:30,Friday,St. Stephen's Green East,53.3378,-6.25603,48,480,0.1
07:00 - 07:30,Friday,St. Stephen's Green South,53.3375,-6.26199,14,390,0.035897435897435895
07:00 - 07:30,Friday,Talbot Street,53.351,-6.25294,484,560,0.8642857142857143
07:00 - 07:30,Friday,The Point,53.3469,-6.23085,236,480,0.49166666666666664
07:00 - 07:30,Friday,Townsend Street,53.3459,-6.25461,193,240,0.8041666666666667
07:00 - 07:30,Friday,Upper Sherrard Street,53.3584,-6.26064,127,360,0.3527777777777778
07:00 - 07:30,Friday,Western Way,53.3549,-6.26942,121,480,0.2520833333333333
07:00 - 07:30,Friday,Wilton Terrace,53.3324,-6.25272,92,240,0.38333333333333336
07:00 - 07:30,Friday,Wilton Terrace (Park),53.3337,-6.24834,122,480,0.25416666666666665
07:00 - 07:30,Friday,Wolfe Tone Street,53.3489,-6.26746,56,348,0.16091954022988506
07:00 - 07:30,Friday,York Street East,53.3388,-6.262,82,384,0.21354166666666666
07:00 - 07:30,Friday,York Street West,53.3393,-6.2647,157,560,0.28035714285714286
07:00 - 07:30,Monday,Avondale Road,53.3594,-6.27614,26,385,0.06753246753246753
07:00 - 07:30,Monday,Benson Street,53.3442,-6.23345,198,480,0.4125
07:00 - 07:30,Monday,Blackhall Place,53.3488,-6.28164,67,420,0.1595238095238095
07:00 - 07:30,Monday,Blessington Street,53.3568,-6.26814,6,240,0.025
07:00 - 07:30,Monday,Bolton Street,53.3512,-6.26986,114,260,0.43846153846153846
07:00 - 07:30,Monday,Broadstone,53.3547,-6.27231,24,360,0.06666666666666667
07:00 - 07:30,Monday,Brookfield Road,53.339,-6.30022,75,360,0.20833333333333334
07:00 - 07:30,Monday,Buckingham Street Lower,53.3533,-6.24932,288,348,0.8275862068965517
07:00 - 07:30,Monday,Cathal Brugha Street,53.3521,-6.26053,72,240,0.3
07:00 - 07:30,Monday,Charlemont Street,53.3307,-6.26018,209,480,0.4354166666666667
07:00 - 07:30,Monday,Charleville Road,53.3592,-6.28187,180,560,0.32142857142857145
07:00 - 07:30,Monday,Christchurch Place,53.3434,-6.27012,105,220,0.4772727272727273
07:00 - 07:30,Monday,City Quay,53.3466,-6.24615,212,360,0.5888888888888889
